food_id,dish_name,food_type,cuisine_region,meal_time_category,serving_size_g,default_portion,carbs_g,protein_g,fat_g,fiber_g,sugar_g,glycemic_index,glycemic_load,calories_kcal,sodium_mg,vitamins_minerals_info,avoid_for_diabetic,safe_threshold_sugar,risky_threshold_sugar,risky_reason,recommended_alternatives,portion_adjustment,meal_time_fit,dietitian_notes
205,Paneer in butter sauce,Dairy,Global,Dinner,100,1 serving,9.7,6.99,8.81,1.5,7.49,52,5.044,145.61,151.45,"170.59, 0.85, 18.02, 64.79",No,110,140,Normal,"Paneer soup, Spinach paneer kofta curry (Palak paneer kofta curry), Paneer kofta curry",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
206,Methi malai paneer,Dairy,Global,Dinner,100,1 serving,8.15,7.34,14.76,1.47,6.0,58,4.727,194.98,221.16,"183.96, 0.77, 13.6, 73.86",No,110,140,Normal,"Paneer soup, Cheese soup, Spinach paneer kofta curry (Palak paneer kofta curry)",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes."
207,Chilli paneer,Dairy,Global,Dinner,100,1 serving,3.31,2.1,84.01,0.5,1.5,54,1.7874,777.51,89.04,"42.9, 0.36, 4.87, 28.7",No,110,140,Normal,"Paneer soup, Spinach paneer kofta curry (Palak paneer kofta curry), Paneer kofta curry",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
208,Paneer makhana korma,Dairy,Global,Dinner,100,1 serving,4.63,3.24,82.76,0.21,1.84,65,3.0095,775.82,77.01,"72.89, 0.55, 0.64, 94.26",Yes,110,140,High GI,"Paneer soup, Cheese soup, Spinach paneer kofta curry (Palak paneer kofta curry)",limit to small portion (¾ cup); choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes."
209,Kadhai Paneer,Dairy,Global,Dinner,100,1 serving,7.34,4.33,6.81,2.07,5.54,38,2.7892,107.99,144.33,"91.53, 0.65, 85.83, 117.12",No,110,140,Normal,Paneer kheer,okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
210,Roghan josh,Snack,Global,Snack,100,1 serving,4.93,9.56,9.02,2.08,2.66,68,3.3524000000000003,139.59,204.31,"112.33, 1.77, 12.41, 36.34",Yes,110,140,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",limit to small portion (¾ cup); avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
211,Spinach mutton (Palak mutton),Meat,Global,Snack,100,1 serving,3.45,5.74,4.71,2.23,1.42,57,1.9665,80.32,121.1,"96.88, 2.38, 88.11, 391.34",No,110,140,Normal,"Roast chicken, Egg in a pepper, Fried Egg ",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
212,Pea keema curry (Matar keema ki sabzi),Meat,Indian,Lunch,100,1 serving,6.24,8.43,8.14,2.96,1.82,47,2.9328000000000003,133.0,148.38,"35.6, 1.35, 55.62, 85.14",No,110,140,Normal,"Fried Egg , Egg drop soup, Chicken kebab",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
213,Keema kofta curry,Meat,Global,Lunch,100,1 serving,5.64,9.77,10.39,1.51,2.14,56,3.1584,154.45,311.51,"49.89, 1.25, 2.43, 6.6",No,110,140,Normal,"Roast chicken, Egg in a pepper, Fried Egg ",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
214,Kashmiri mutton koftas (Gushtaba),Meat,Global,Snack,100,1 serving,3.04,6.33,6.77,0.62,2.13,55,1.672,97.42,130.11,"52.53, 0.85, 3.22, 22.46",No,110,140,Normal,"Roast chicken, Egg in a pepper, Fried Egg ",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
215,Mutton yakhni,Meat,Global,Snack,100,1 serving,0.84,8.27,7.7,0.67,0.13,57,0.4787999999999999,104.13,101.02,"88.61, 1.66, 0.09, 6.51",No,110,140,Normal,"Roast chicken, Egg in a pepper, Fried Egg ",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
216,Chicken yakhni,Meat,Global,Dinner,100,1 serving,0.78,10.66,6.1,0.62,0.12,73,0.5694,99.0,97.38,"28.24, 0.93, 0.09, 13.24",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",reduce to half portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
217,Mutton do piaza,Meat,Global,Snack,100,1 serving,4.14,9.39,14.41,1.93,2.9,69,2.8566,183.3,118.62,"118.61, 1.63, 7.42, 67.3",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",limit to small portion (¾ cup); prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
218,Mutton chops,Meat,Global,Snack,100,1 serving,1.48,4.03,71.31,0.17,0.42,70,1.036,663.64,51.03,"36.18, 0.64, 3.75, 16.68",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",reduce to half portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
219,Shammi kebab,Snack,Global,Snack,100,1 serving,3.54,4.52,72.61,1.05,0.31,53,1.8762,685.69,54.27,"13.11, 0.75, 1.64, 20.55",No,110,140,Normal,"Canjee, Fermented bamboo shoot pickle (Mesu pickle), Consomme au julienne",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
220,Scotch egg,Meat,Global,Breakfast,100,1 serving,1.91,4.05,72.62,0.36,0.3,52,0.9932,676.89,90.67,"15.03, 0.6, 2.59, 30.63",No,110,140,Normal,"Egg in a pepper, Fried Egg , Egg drop soup",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
221,Shepherd's pie (with minced meat),Meat,Global,Snack,100,1 serving,8.06,7.45,8.88,1.05,1.7,41,3.3046,142.78,197.25,"21.3, 0.84, 19.35, 21.04",No,110,140,Normal,"Fried Egg , Prawn curry (with coconut) (Jhinga curry), Prawn sandwich",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
222,Chicken curry,Meat,Global,Lunch,100,1 serving,3.38,11.79,7.57,1.41,1.79,62,2.0956,129.22,108.0,"27.29, 0.87, 16.79, 38.7",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",limit to small portion (¾ cup); prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
223,Tandoori chicken,Meat,Global,Dinner,100,1 serving,2.34,16.26,7.93,0.5,1.58,72,1.6848,145.2,158.0,"44.33, 0.9, 39.53, 182.73",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",reduce to half portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
224,Butter chicken,Meat,Global,Dinner,100,1 serving,3.74,10.92,8.7,1.32,2.37,65,2.431,137.0,26.21,"25.28, 0.92, 32.65, 40.85",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",limit to small portion (¾ cup); prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
225,Chicken kebab,Meat,Global,Dinner,100,1 serving,1.11,3.71,78.89,0.21,0.24,37,0.4107,729.41,69.76,"3.46, 0.28, 0.41, 3.83",No,110,140,Normal,"Meat stock, Roast chicken, Egg in a pepper",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
226,Chilli chicken,Meat,Global,Dinner,100,1 serving,2.86,9.57,16.56,0.99,0.93,68,1.9448,198.83,223.75,"12.97, 0.66, 55.19, 51.55",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",limit to small portion (¾ cup); prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
227,Fried chicken with tomato sauce (Fried chicken tamatar ki chutney kay saath),Meat,Global,Dinner,100,1 serving,2.51,11.48,7.61,1.13,1.16,66,1.6566,125.03,107.56,"16.09, 0.64, 10.78, 17.41",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",limit to small portion (¾ cup); prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
228,Fish curry (Machli curry),Meat,Global,Lunch,100,1 serving,3.77,8.76,6.69,1.89,2.02,55,2.0735,111.13,184.71,"52.06, 1.09, 22.48, 40.45",No,110,140,Normal,"Roast chicken, Egg in a pepper, Fried Egg ",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
229,Fried fish (Indian style) (Tali hui machli),Meat,Global,Dinner,100,1 serving,5.4,4.35,68.88,0.61,0.4,36,1.944,658.54,156.94,"11.11, 0.56, 7.22, 35.19",No,110,140,Normal,"Meat stock, Roast chicken, Egg in a pepper",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
230,Fried fish and Chips (English Style) (Tali hui machli aur chips),Meat,Global,Dinner,100,1 serving,2.77,3.36,69.69,0.29,0.17,69,1.9113,651.75,72.73,"6.56, 0.26, 22.16, 31.65",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",limit to small portion (¾ cup); prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
231,Tomato fish,Meat,Global,Dinner,100,1 serving,3.18,2.39,51.91,0.72,1.35,53,1.6854000000000002,489.79,91.47,"6.46, 0.24, 75.09, 76.88",No,110,140,Normal,"Egg in a pepper, Fried Egg , Egg drop soup",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
232,Baked fish with cheese sauce,Meat,Global,Dinner,100,1 serving,4.06,8.64,7.02,0.08,3.22,62,2.5172,113.96,209.48,"115.64, 0.26, 9.97, 29.36",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",limit to small portion (¾ cup); prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
233,Fish tikka,Meat,Global,Dinner,100,1 serving,3.91,16.0,4.15,1.18,1.18,68,2.6588,117.33,503.44,"31.98, 1.41, 0.9, 4.62",Yes,110,140,High GI,"Roast chicken, Egg in a pepper, Fried Egg ",limit to small portion (¾ cup); prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
234,Tandoori fish,Meat,Global,Dinner,100,1 serving,2.37,11.19,4.64,0.58,1.6,40,0.948,95.98,123.94,"37.27, 0.46, 19.66, 27.55",No,110,140,Normal,"Fried Egg , Prawn curry (with coconut) (Jhinga curry)",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
235,"Paneer, apple and pineapple salad",Dairy,Global,Dinner,120,1 fruit,8.35,3.88,5.07,1.65,6.36,39,3.2565,95.08,176.63,"103.05, 0.84, 25.3, 67.13",No,110,140,Normal,"Sweet Lassi (Meethi lassi), Pomegranate raita (Anaar ka raita), Paneer kheer",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
236,Russian salad,Vegetable,Global,Dinner,150,1 bowl salad,6.5,4.26,7.84,2.57,1.66,45,2.925,114.83,101.09,"34.92, 1.23, 49.56, 104.32",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Hot and sour soup, Cold summer garden soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
237,Pasta salad,Vegetable,Italian,Dinner,150,1 bowl salad,12.7,4.15,13.92,0.96,2.6,50,6.35,190.36,152.31,"66.74, 0.81, 38.78, 56.54",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Hot and sour soup, Cold summer garden soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
238,Deviled egg,Meat,Global,Breakfast,100,1 serving,2.23,4.97,7.72,1.15,0.82,56,1.2488,98.56,117.29,"36.84, 1.51, 18.42, 48.39",No,110,140,Normal,"Roast chicken, Egg in a pepper, Fried Egg ",okay at normal portion; prefer grilled/less gravy,General,Choose lean cuts; avoid heavy gravies; balance with salad/veg. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
239,Hawain salad,Vegetable,Global,Dinner,150,1 bowl salad,14.35,4.27,11.37,3.93,5.24,57,8.179499999999999,175.23,64.92,"61.03, 1.12, 51.75, 123.62",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
240,Mixed pulse and vegetable salad,Vegetable,Global,Dinner,150,1 bowl salad,13.96,4.74,0.84,2.96,1.36,77,10.7492,83.12,127.78,"51.63, 2.13, 23.82, 105.59",Yes,110,140,High GI,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",reduce to half portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
241,Sprouted moong salad ,Lentil,Global,Dinner,150,1 bowl salad,5.48,2.29,0.74,0.95,2.13,37,2.0276,37.81,116.38,"54.56, 1.45, 27.84, 49.76",No,110,140,Normal,"Moong dal with vadi, Besan kadhi with pakodies, Washed moong dal (Dhuli moong ki dal)",okay at normal portion; pair with non-starchy veg,General,"Great protein + fiber; avoid deep‑fried versions (e.g., vada); keep portion moderate. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
242,Tossed salad,Vegetable,Global,Dinner,150,1 bowl salad,4.95,1.02,4.22,2.15,1.56,37,1.8315,62.96,77.5,"32.37, 0.86, 85.7, 99.67",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
243,Mixed vegetable salad with curd sauce,Dairy,Global,Dinner,150,1 bowl salad,7.03,4.23,1.5,3.79,2.16,32,2.2496,60.28,116.66,"65.51, 1.35, 37.73, 86.34",No,110,140,Normal,"Paneer soup, Cheese soup, Spinach paneer kofta curry (Palak paneer kofta curry)",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
244,Potato salad (Aloo ka salaad),Vegetable,Global,Dinner,150,1 bowl salad,11.19,1.4,4.4,1.32,3.94,43,4.811699999999999,89.91,125.01,"25.61, 0.99, 58.78, 52.72",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Cold summer garden soup, Ghiya/Lauki Kofta Curry",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
245,Waldroff salad,Vegetable,Global,Dinner,150,1 bowl salad,11.02,1.47,10.05,1.87,8.23,36,3.9672,141.75,13.42,"29.29, 1.07, 21.43, 40.62",No,110,140,Normal,"Cauliflower canjee (Phoolgobhi ki canjee), Cold tomato soup, Hot and sour soup",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
246,Coleslaw,Snack,Global,Snack,100,1 serving,5.59,1.24,5.32,2.34,3.62,65,3.6335,76.71,29.87,"37.0, 0.63, 22.99, 41.98",Yes,110,140,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",limit to small portion (¾ cup); avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
247,Fruit salad (Phalon ka salaad),Vegetable,Global,Dinner,120,1 fruit,15.96,0.91,1.22,1.58,9.78,38,6.0648,78.14,7.11,"25.93, 0.81, 52.45, 45.4",No,100,130,Normal,"Cream of broccoli soup, Cream of green peas soup, Spring basket salad",okay at normal portion; minimal oil,General,Non‑starchy veg are ideal; include leafy greens; keep oil low. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
248,Tomato onion raita (Tamatar aur pyaaz ka raita),Dairy,Global,Snack,100,1 serving,7.08,3.74,1.84,0.97,5.98,62,4.3896,59.0,165.21,"120.62, 0.26, 15.04, 34.77",Yes,110,140,High GI,"Paneer soup, Cheese soup, Spinach paneer kofta curry (Palak paneer kofta curry)",limit to small portion (¾ cup); choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes."
249,Peanut raita (Mungfali ka raita),Dairy,Global,Snack,100,1 serving,9.3,8.59,8.98,1.89,7.11,52,4.836,150.39,235.83,"174.6, 0.74, 2.59, 36.67",No,110,140,Normal,"Paneer soup, Spinach paneer kofta curry (Palak paneer kofta curry), Paneer kofta curry",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
250,Sprouted moong raita ,Dairy,Global,Snack,100,1 serving,6.13,4.62,2.19,0.16,5.59,57,3.4940999999999995,60.89,189.2,"139.44, 0.86, 3.59, 27.0",No,110,140,Normal,"Paneer soup, Cheese soup, Spinach paneer kofta curry (Palak paneer kofta curry)",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes."
251,Bottle gourd raita (Ghiya/Lauki ka raita),Dairy,Global,Snack,100,1 serving,5.76,3.98,2.07,0.85,5.25,45,2.592,56.31,188.37,"138.26, 0.23, 4.76, 39.49",No,110,140,Normal,"Paneer soup, Spinach paneer kofta curry (Palak paneer kofta curry), Paneer kofta curry",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
252,Cucumber raita (Kheere ka raita),Dairy,Global,Snack,100,1 serving,6.35,4.04,2.08,0.86,5.22,34,2.159,59.13,189.96,"138.58, 0.29, 5.65, 26.92",No,110,140,Normal,"Paneer soup, Cheese soup, Spinach paneer kofta curry (Palak paneer kofta curry)",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
253,Carrot and spinach raita (Gajar aur palak ka raita),Dairy,Global,Snack,100,1 serving,5.83,4.0,1.99,1.39,4.93,40,2.332,56.83,180.79,"142.57, 1.04, 19.29, 95.51",No,110,140,Normal,"Sweet Lassi (Meethi lassi), Shahi paneer, Pomegranate raita (Anaar ka raita)",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
254,Mint raita (Pudinay ka raita),Dairy,Global,Snack,100,1 serving,7.65,5.64,2.96,0.34,7.48,75,5.7375,77.59,274.38,"198.22, 0.37, 2.94, 20.62",Yes,110,140,High GI,"Paneer soup, Cheese soup, Spinach paneer kofta curry (Palak paneer kofta curry)",reduce to half portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes."
255,Potato raita (Aloo ka raita),Dairy,Global,Snack,100,1 serving,10.24,4.22,2.04,0.75,5.08,33,3.3792,75.38,183.37,"132.31, 0.34, 15.33, 27.03",No,110,140,Normal,"Paneer soup, Cheese soup, Spinach paneer kofta curry (Palak paneer kofta curry)",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
256,Boondi raita,Dairy,Global,Snack,100,1 serving,3.96,2.19,73.83,0.46,1.88,47,1.8612,687.72,99.18,"49.0, 0.24, 0.77, 37.83",No,110,140,Normal,"Paneer soup, Spinach paneer kofta curry (Palak paneer kofta curry), Paneer kofta curry",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
257,Sweet raita (Meetha raita),Dairy,Global,Snack,100,1 serving,17.93,3.24,1.78,1.02,15.36,58,10.3994,99.24,42.98,"108.91, 0.21, 5.2, 24.9",No,100,130,Normal,"Paneer soup, Cheese soup, Spinach paneer kofta curry (Palak paneer kofta curry)",okay at normal portion; choose low‑fat/unsweetened,General,"Use low‑fat, unsweetened choices; watch added sugar in desserts. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes."
258,Dahi vadas/Dahi bhalla,Lentil,Global,Snack,100,1 serving,5.49,2.96,70.4,0.97,1.78,43,2.3607,667.73,79.0,"49.03, 0.49, 0.57, 18.3",No,110,140,Normal,"Washed moong dal (Dhuli moong ki dal), Split bengal gram with bottle gourd (Channa dal with ghiya/lauki), Urad special dehusked",okay at normal portion; pair with non-starchy veg,General,"Great protein + fiber; avoid deep‑fried versions (e.g., vada); keep portion moderate. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes."
259,Gunjia,Snack,Global,Snack,100,1 serving,5.68,2.98,70.28,1.13,2.05,71,4.0328,667.34,77.9,"48.16, 0.5, 0.51, 19.06",Yes,110,140,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",reduce to half portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. High‑GI: emphasise portion control and add fiber/protein. 10–15 min walk post‑meal helps control spikes.
260,Saunth/Sonth chutney with tamarind/imli,Snack,Global,Snack,100,1 serving,33.55,1.01,0.15,0.93,31.31,61,20.4655,141.53,244.38,"54.74, 2.71, 0.09, 0.99",Yes,90,120,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",reduce to half portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
261,Rice kheer (Chawal ki kheer),Cereal,Global,Lunch,200,1 bowl rice,10.05,2.3,2.97,0.17,8.02,56,5.628000000000001,75.03,16.24,"75.57, 0.17, 5.06, 19.54",No,110,140,Normal,"Vermicelli porridge (Semiya/Seviyan porridge), Bread upma, Rice puttu (Ari puttu)",okay at normal portion; add extra salad/dal,General,Swap white grains with millet/brown rice; combine with dal/curd for protein. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
262,Makhana kheer,Snack,Global,Snack,100,1 serving,12.88,3.31,5.0,0.11,11.54,67,8.6296,107.85,23.4,"111.64, 0.28, 5.06, 23.77",Yes,110,140,High GI,"Canjee, Pickled mustard greens , Fermented bamboo shoot pickle (Mesu pickle)",limit to small portion (¾ cup); avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
263,Vermicelli kheer (Semiya/Seviyan ki kheer),Cereal,Global,Snack,100,1 serving,15.87,3.35,5.0,0.5,12.79,57,9.0459,120.07,22.52,"104.8, 0.3, 4.06, 16.29",No,100,130,Normal,"Vermicelli porridge (Semiya/Seviyan porridge), Bread upma, Rice puttu (Ari puttu)",okay at normal portion; add extra salad/dal,General,Swap white grains with millet/brown rice; combine with dal/curd for protein. Moderate‑GI: balance plate with veg + protein. 10–15 min walk post‑meal helps control spikes.
264,Semolina kheer (Suji/Rava kheer),Snack,Global,Snack,100,1 serving,15.88,3.43,4.2,0.51,12.88,40,6.352,113.21,22.66,"105.99, 0.34, 4.06, 17.54",No,100,130,Normal,"Fermented bamboo shoot pickle (Mesu pickle), Iced tea, Steeped hot coffee",okay at normal portion; avoid added sugar/frying,General,Reserve sweets/fried snacks for rare occasions; bake/air‑fry when possible. Low‑GI: suitable choice; still watch total carbs. 10–15 min walk post‑meal helps control spikes.
